Price,Type,Rooms,Bathroom,Car,BuildingArea,Regionname,YearBuilt
732000,3,4,2,1.0,184.0,5,1980.0
720000,3,4,2,3.0,158.0,5,1985.0
556500,3,3,1,2.0,113.2,5,1985.0
1850000,3,3,2,2.0,203.0,4,1950.0
760000,3,2,1,0.0,110.0,4,1980.0
1170000,2,4,2,2.0,179.0,6,2004.0
1011000,2,3,2,2.0,135.0,7,2001.0
1337000,3,4,2,2.0,254.0,4,1955.0
970000,3,2,1,0.0,66.0,5,1900.0
1138000,3,4,2,2.0,189.0,5,1960.0
1114000,3,2,1,1.0,90.0,8,1960.0
740000,1,3,1,1.0,90.0,8,2004.0
1120000,3,4,2,2.0,161.0,6,1975.0
280000,1,1,1,1.0,33.0,8,1975.0
485000,1,2,1,1.0,72.0,8,2012.0
1315000,3,3,2,2.0,197.0,6,1950.0
1770000,1,3,2,1.0,70.0,5,1999.0
1725000,1,3,2,2.0,189.0,8,2000.0
665000,1,2,2,1.0,81.0,8,2010.0
1400000,3,3,2,0.0,138.0,8,1880.0
881000,3,3,1,2.0,115.0,5,1930.0
945000,3,3,1,2.0,120.0,5,1940.0
1210000,3,3,2,2.0,126.0,5,1920.0
725000,3,3,1,2.0,94.0,5,1950.0
972500,3,3,1,1.0,103.0,5,1930.0
955000,3,3,1,1.0,123.0,5,2000.0
1900000,3,3,1,0.0,194.0,5,1910.0
521000,2,2,1,1.0,94.0,5,2009.0
857700,3,3,1,1.0,116.0,5,1930.0
642500,2,3,2,2.0,140.0,5,2010.0
575000,1,2,1,1.0,66.0,5,1960.0
425000,3,3,2,2.0,141.0,5,1996.0
2300000,2,4,2,2.0,166.0,8,1940.0
1710000,3,3,2,0.0,150.0,8,1920.0
2221000,2,4,2,2.0,235.0,8,2000.0
515000,3,3,1,2.0,98.0,4,1985.0
1180000,3,3,1,0.0,124.0,4,1910.0
790000,3,3,2,2.0,129.0,4,2003.0
530000,1,2,1,1.0,52.0,8,2012.0
800000,1,2,2,1.0,73.0,8,2014.0
2210000,3,2,2,1.0,133.0,8,1890.0
1400000,3,3,1,1.0,132.0,8,1993.0
535000,1,2,1,1.0,63.0,8,1970.0
422000,1,1,1,1.0,51.0,8,2010.0
790000,3,2,2,1.0,120.0,4,1990.0
740000,1,2,1,2.0,80.0,8,1970.0
680000,3,3,2,2.0,231.0,4,2005.0
1350000,3,3,2,2.0,188.0,7,1975.0
1010000,2,4,3,2.0,198.0,7,2013.0
740000,3,3,2,2.0,152.0,5,1983.0
493000,1,2,1,1.0,65.0,5,1970.0
1626000,3,4,1,2.0,120.0,5,1925.0
550000,1,1,1,1.0,64.0,8,1965.0
682000,1,2,1,1.0,60.0,8,1975.0
975000,2,4,2,2.0,207.0,7,2008.0
820000,2,3,2,2.0,125.0,7,2016.0
655000,3,3,2,1.0,116.0,5,2005.0
1155000,3,3,2,1.0,123.0,4,1920.0
1100000,3,3,2,3.0,106.4,4,1945.0
540000,3,3,1,2.0,122.0,5,1975.0
1171000,3,4,2,3.0,163.0,6,1968.0
950000,3,2,1,0.0,79.0,4,1900.0
480000,1,2,1,1.0,64.0,5,1970.0
750000,1,2,1,1.0,69.0,5,2013.0
730000,2,3,1,2.0,124.0,4,2010.0
820000,3,4,2,1.0,127.0,4,1950.0
670000,1,3,2,1.0,88.0,4,1988.0
765000,2,3,2,2.0,139.0,4,2007.0
1750000,3,4,2,1.0,249.0,4,1910.0
1680000,3,4,3,3.0,194.0,8,1958.0
860000,3,3,2,2.0,115.0,8,1990.0
750000,3,3,1,1.0,30.0,4,1965.0
1557000,2,3,2,2.0,181.0,8,2010.0
2050000,3,4,1,1.0,152.0,8,1950.0
1525000,3,3,1,3.0,128.0,8,1940.0
1330000,3,4,2,2.0,191.0,8,1950.0
879000,1,2,1,1.0,88.0,8,1970.0
1280000,3,4,2,1.0,164.0,7,1960.0
710500,3,2,1,1.0,110.0,7,1985.0
310000,1,2,1,1.0,90.0,5,2008.0
510000,1,2,1,0.0,64.0,5,2009.0
890000,3,2,1,0.0,78.0,5,1910.0
1500000,3,4,1,1.0,100.0,5,1908.0
312000,1,1,1,1.0,40.0,5,1970.0
755000,3,4,2,2.0,162.0,5,2014.0
918000,2,3,2,1.0,144.0,8,2012.0
1550000,3,3,2,2.0,200.0,8,1930.0
1237000,2,3,2,2.0,135.0,8,1990.0
861000,2,3,2,2.0,130.0,8,2000.0
1462000,3,3,1,1.0,130.0,6,1965.0
1120000,3,4,2,2.0,200.0,7,2008.0
850000,1,3,2,1.0,145.0,7,1980.0
1125000,3,4,3,2.0,180.0,7,2006.0
1875000,3,3,1,0.0,177.0,5,1890.0
1350000,2,2,2,1.0,115.0,5,2005.0
1460000,3,3,1,0.0,133.0,8,1915.0
550000,1,2,1,1.0,69.0,8,1970.0
1065000,3,4,2,2.0,243.0,7,1966.0
977500,3,4,2,3.0,184.0,7,1985.0
810000,1,2,1,1.0,87.0,8,1935.0
543000,1,2,1,1.0,74.0,8,1960.0
660000,3,4,1,3.0,159.0,5,1980.0
568000,3,3,2,2.0,190.0,5,2012.0
680000,3,4,2,2.0,166.0,5,1980.0
580000,1,2,1,1.0,84.0,4,1970.0
970000,2,4,2,2.0,142.0,4,2003.0
1195000,3,2,1,1.0,122.0,4,1940.0
1155000,3,4,1,3.0,170.0,4,1900.0
800000,2,3,2,1.0,149.0,4,2012.0
1394000,3,3,2,1.0,200.0,5,1950.0
240000,1,1,1,1.0,46.0,4,1970.0
310000,1,1,1,0.0,53.0,4,1888.0
655000,2,3,2,2.0,133.0,7,2002.0
1550000,3,3,2,2.0,181.0,7,1980.0
780000,3,3,1,2.0,131.27,5,1960.0
780000,3,4,1,3.0,133.0,5,1960.0
645000,3,4,2,2.0,154.0,5,2000.0
970000,1,3,2,2.0,99.0,8,2005.0
375000,1,1,1,1.0,53.0,8,1970.0
1080000,1,2,2,2.0,136.0,8,2000.0
828000,2,4,2,2.0,140.0,7,2000.0
1230000,3,4,1,2.0,237.0,7,1950.0
590000,3,3,1,2.0,105.0,7,1950.0
1145000,3,4,1,2.0,151.0,8,1960.0
730000,1,2,2,1.0,90.0,5,2010.0
392000,1,1,1,1.0,60.0,5,2001.0
1150000,3,2,1,0.0,95.0,5,1890.0
1415000,3,4,2,0.0,96.0,5,1982.0
638000,3,3,1,2.0,130.0,5,1965.0
301000,1,1,1,1.0,45.0,4,1972.0
740000,1,2,1,1.0,113.0,5,1999.0
1051000,2,3,2,2.0,141.0,6,1980.0
865000,3,4,2,2.0,236.0,5,2013.0
1302000,3,4,1,1.0,160.0,7,1950.0
800000,2,3,2,2.0,130.0,7,2010.0
1850000,3,3,2,2.0,203.0,4,1950.0
222000,1,1,1,0.0,29.0,4,2012.0
1352000,3,4,3,2.0,150.0,7,1960.0
1728000,3,4,3,2.0,249.0,7,1960.0
1561000,3,3,1,2.0,132.0,8,1930.0
840000,1,3,1,1.0,118.0,8,1970.0
840000,3,3,1,1.0,115.0,5,1960.0
790000,2,2,2,1.0,127.0,5,2010.0
820000,2,3,2,1.0,130.0,8,2013.0
1218500,3,3,1,2.0,101.0,6,1950.0
695000,3,2,1,1.0,75.45,8,1970.0
940000,3,3,2,2.0,122.0,6,1950.0
1300000,3,4,2,2.0,150.0,6,1970.0
1388000,2,3,2,2.0,146.0,8,2015.0
440000,1,1,1,1.0,44.0,8,2015.0
840000,3,4,1,1.0,113.0,5,1950.0
510000,1,3,1,1.0,100.0,5,2009.0
780000,3,3,1,2.0,103.0,5,1940.0
1255000,2,3,2,1.0,123.0,5,2008.0
1275000,3,2,1,1.0,72.0,5,1890.0
1120000,3,3,2,2.0,149.0,5,2007.0
1190000,3,3,2,1.0,110.0,5,1997.0
1425000,3,3,3,3.0,81.0,5,2000.0
755000,3,3,2,2.0,127.0,7,1997.0
1250000,1,3,2,3.0,113.0,8,2001.0
407500,3,1,1,1.0,53.0,8,2000.0
642500,1,2,1,1.0,77.0,8,1994.0
460000,2,3,1,1.0,129.0,4,2000.0
610000,3,3,1,1.0,116.0,4,1960.0
500000,1,3,1,1.0,95.0,4,1992.0
615000,1,2,1,1.0,84.0,8,1920.0
810000,3,3,1,2.0,114.0,4,1970.0
805000,3,3,1,2.0,115.0,4,1965.0
807000,1,2,1,1.0,84.0,8,1960.0
471000,3,3,2,1.0,114.0,4,2000.0
1240000,3,3,2,1.0,150.0,7,1965.0
756000,2,2,1,1.0,103.0,5,2010.0
1050000,3,4,2,2.0,187.0,7,1975.0
855000,3,3,2,1.0,116.0,5,2004.0
685000,1,2,1,0.0,58.0,8,1930.0
330000,3,1,1,1.0,40.0,5,1970.0
1010000,3,3,2,1.0,125.0,4,1990.0
990000,3,3,1,0.0,102.0,4,1900.0
773000,3,4,2,2.0,235.0,4,2004.0
1815000,3,4,3,2.0,107.0,8,1960.0
1225000,3,3,1,2.0,129.0,8,1950.0
880000,3,3,1,1.0,110.0,7,1960.0
1264000,3,3,1,2.0,126.0,7,1960.0
570000,3,2,1,2.0,74.0,4,1950.0
1300000,3,3,1,2.0,77.0,8,1940.0
1275000,3,3,1,1.0,156.0,5,1900.0
1204000,3,3,1,0.0,101.0,5,1890.0
1268000,3,4,2,2.0,217.0,5,1950.0
1445000,3,3,1,2.0,112.0,5,1950.0
1000000,3,3,1,0.0,80.0,5,1910.0
1700000,3,4,2,2.0,185.0,8,1925.0
800000,3,3,1,1.0,121.0,8,1970.0
877000,3,3,1,2.0,135.0,8,1965.0
900000,3,3,1,2.0,120.0,8,1965.0
780000,1,3,2,1.0,103.0,6,2000.0
1020000,3,4,2,2.0,255.0,5,2002.0
996000,3,2,1,1.0,97.0,5,1930.0
1095000,3,2,1,0.0,88.0,5,1900.0
967500,3,3,1,2.0,122.0,7,1985.0
890000,3,4,2,2.0,206.0,7,1980.0
1800000,3,3,2,2.0,185.0,8,2010.0
410000,1,2,1,1.0,67.0,4,1965.0
930000,1,3,2,1.0,146.0,4,2002.0
700000,1,2,1,1.0,65.0,5,2007.0
512000,3,3,1,2.0,96.0,5,2003.0
895000,3,3,2,2.0,132.0,5,1954.0
925000,3,4,2,2.0,190.0,5,1980.0
715000,3,4,2,2.0,230.0,5,2011.0
1285000,2,2,1,1.0,100.0,8,1992.0
685000,1,2,1,0.0,81.0,8,2007.0
957000,1,3,2,2.0,113.0,8,1994.0
2370000,3,3,2,1.0,188.0,8,1890.0
1682000,3,2,1,1.0,97.0,8,1910.0
975000,2,3,2,1.0,120.0,7,1997.0
670000,3,4,2,2.0,164.0,4,1982.0
560000,3,3,1,1.0,165.0,5,1985.0
511500,3,2,1,2.0,93.0,5,1960.0
815000,2,3,2,2.0,130.0,4,1990.0
467000,3,3,1,1.0,98.0,5,1975.0
428000,3,2,1,1.0,104.0,5,2005.0
722500,3,4,2,2.0,169.5,5,2001.0
421000,3,2,1,1.0,83.0,5,1985.0
286000,1,1,1,1.0,42.2,4,1970.0
920000,3,4,2,2.0,170.0,6,1975.0
865000,3,3,1,2.0,126.0,6,1965.0
1920000,3,4,1,2.0,181.0,8,1920.0
1230000,3,3,1,1.0,123.0,4,1900.0
1220000,3,3,1,2.0,103.0,4,1940.0
570000,1,2,2,1.0,81.0,5,2011.0
1075000,3,4,2,2.0,216.0,7,1970.0
560000,2,2,1,1.0,73.0,5,2014.0
1210000,3,3,1,2.0,115.0,8,1960.0
1300000,3,4,2,2.0,150.0,6,1970.0
740000,3,2,1,1.0,88.0,5,1940.0
800000,1,3,1,2.0,80.0,8,2008.0
1020000,1,2,1,1.0,102.0,8,1920.0
660000,1,2,2,1.0,76.0,8,1970.0
1242000,3,3,2,3.0,135.5,5,1940.0
1020000,3,3,3,2.0,159.0,5,2008.0
685000,3,3,1,3.0,102.0,5,1960.0
270000,1,1,1,1.0,60.0,5,1980.0
890500,1,2,2,2.0,123.0,5,1940.0
750000,3,3,1,1.0,114.0,7,1955.0
1770000,3,4,2,2.0,233.0,8,1998.0
1085000,3,3,1,1.0,211.0,4,1920.0
780000,3,4,2,2.0,199.0,4,1999.0
651000,3,3,1,2.0,135.0,5,1970.0
1250000,3,3,1,2.0,133.0,5,1960.0
957500,3,2,1,1.0,58.0,8,1892.0
2080000,3,3,2,2.0,177.8,8,1905.0
852000,3,3,2,2.0,139.4,5,1990.0
505000,1,2,1,1.0,38.0,5,1970.0
1402500,3,3,1,1.0,101.0,5,1960.0
650000,3,2,1,3.0,96.0,4,1950.0
856000,2,3,2,1.0,212.0,4,2011.0
1505000,3,3,1,1.0,109.0,8,1890.0
600000,1,3,2,2.0,127.0,4,2013.0
410000,1,2,1,0.0,63.0,8,1967.0
1530000,3,3,2,1.0,162.0,4,1915.0
1082000,3,3,2,2.0,120.0,4,2000.0
725000,1,2,1,1.0,76.0,8,1975.0
602000,1,2,1,1.0,72.0,8,1960.0
830000,1,2,2,1.0,101.76,8,2007.0
1300000,3,3,2,2.0,147.0,8,1985.0
1590000,3,3,1,1.0,128.0,8,1955.0
420000,1,2,1,1.0,68.0,8,1970.0
1479000,3,4,2,2.0,148.0,8,1920.0
1430000,3,3,2,2.0,197.0,8,1950.0
1080000,1,3,2,2.0,144.0,8,1980.0
1605000,3,4,1,2.0,163.0,8,1948.0
1035000,3,2,1,1.0,65.0,8,1985.0
505000,3,3,1,1.0,109.0,5,2000.0
663000,2,3,2,2.0,129.0,4,2010.0
860000,3,2,1,1.0,106.0,5,1890.0
1405000,3,3,2,2.0,167.0,5,1920.0
460000,1,2,1,1.0,52.0,5,1970.0
1210000,3,4,2,2.0,140.0,5,1920.0
460000,1,2,1,1.0,60.0,5,1970.0
1837500,3,3,2,1.0,164.0,5,2014.0
593000,3,3,2,2.0,195.0,4,2007.0
780000,2,3,2,2.0,138.0,7,1999.0
1290000,3,3,2,2.0,195.0964,8,1997.0
1930000,3,3,2,1.0,119.0,8,1910.0
1042000,1,3,2,2.0,122.0,8,2008.0
1450000,3,3,2,2.0,167.0,8,1940.0
1417500,3,2,1,2.0,103.0,8,1900.0
510000,3,2,1,2.0,66.0,8,1970.0
601000,1,2,1,1.0,94.0,8,1972.0
1145000,3,3,1,2.0,112.0,8,1950.0
1040000,3,4,2,2.0,130.0,6,1970.0
1460000,3,3,1,0.0,85.0,5,1900.0
865000,3,3,2,2.0,110.0,5,1960.0
1135000,3,2,1,0.0,80.0,5,1880.0
900000,3,2,1,0.0,78.0,5,1890.0
570000,1,2,2,1.0,75.0,5,2007.0
610000,3,4,2,2.0,210.0,4,2010.0
871000,1,3,2,2.0,142.0,7,2010.0
1451000,3,3,2,2.0,130.52,7,1960.0
1385000,3,3,2,3.0,149.0,7,1966.0
1360000,3,3,2,2.0,200.0,7,2007.0
855000,3,3,1,1.0,104.0,7,1985.0
895000,3,4,3,2.0,233.0,7,1995.0
902000,1,2,1,0.0,86.0,8,1940.0
1410000,3,2,1,1.0,117.0,8,1930.0
1360000,2,3,2,2.0,175.0,8,1997.0
500000,3,3,2,2.0,117.0,5,1975.0
573000,3,3,2,2.0,125.0,5,1990.0
465000,3,3,2,1.0,111.04,5,2005.0
545000,3,4,2,2.0,157.0,5,1985.0
830000,2,3,2,1.0,134.0,4,2011.0
886000,3,3,2,1.0,107.0,4,2007.0
445000,1,2,1,1.0,63.4,4,1970.0
1050000,3,3,3,1.0,187.0,4,1940.0
990000,3,2,1,1.0,82.0,5,1900.0
455000,2,2,1,1.0,86.0,4,2010.0
680000,3,2,1,1.0,73.0,7,2001.0
755000,3,3,1,1.0,130.0,4,1975.0
762000,1,2,1,1.0,93.0,8,1875.0
1501000,2,3,2,2.0,160.0,8,1995.0
1100000,3,4,2,2.0,101.0,7,1961.0
1135000,1,3,2,2.0,152.0,7,1980.0
865000,3,3,1,1.0,152.0,5,1960.0
362500,1,1,1,1.0,75.0,5,1980.0
922000,3,3,1,1.0,153.0,5,1960.0
740000,3,3,1,3.0,142.0,5,1962.0
770000,3,3,2,2.0,154.0,5,1985.0
1702000,3,3,1,2.0,110.0,8,1900.0
802500,1,2,1,2.0,87.0,8,1970.0
441000,1,1,1,0.0,50.0,8,1960.0
500000,1,2,1,1.0,72.0,8,1970.0
738000,2,2,1,2.0,107.0,7,1985.0
800000,3,3,1,0.0,92.5,7,1945.0
680000,2,2,1,1.0,106.0,7,2013.0
605000,3,3,1,2.0,115.96,7,1960.0
580000,3,3,1,2.0,109.0,7,1950.0
1600000,3,3,2,3.0,137.0,8,1960.0
677000,3,4,2,2.0,196.0,4,1999.0
737500,3,4,2,2.0,230.0,4,2004.0
1203500,1,3,2,2.0,127.0,8,2000.0
1475000,3,3,1,2.0,114.0,7,1950.0
1640000,3,3,1,2.0,158.0,7,1930.0
590500,3,3,1,1.0,90.0,5,1960.0
895000,3,3,1,1.0,157.0,4,1965.0
400000,1,1,1,1.0,56.0,5,2008.0
825000,2,2,1,3.0,107.0,8,1995.0
2258000,3,4,1,2.0,173.0,8,1910.0
600000,3,3,2,2.0,121.0,5,1980.0
487000,3,3,1,1.0,160.0,5,1970.0
572000,3,3,1,2.0,140.0,5,1975.0
650000,1,2,2,2.0,120.0,7,1995.0
1700000,3,3,2,0.0,141.0,8,1920.0
1060000,2,3,1,1.0,110.0,8,1980.0
530000,1,2,1,1.0,88.0,4,1980.0
450000,1,2,1,1.0,93.0,4,1940.0
353000,1,2,1,1.0,79.0,4,2000.0
720000,1,2,1,1.0,86.0,5,1976.0
1750000,3,3,2,0.0,155.0,8,1885.0
695000,1,2,1,1.0,90.0,7,2011.0
775000,1,3,1,2.0,110.0,7,1975.0
820000,1,3,1,2.0,110.0,7,1960.0
900000,3,3,1,1.0,138.0,7,1980.0
806000,3,3,1,0.0,108.0,7,1955.0
1540000,3,4,2,2.0,199.0,8,1920.0
470000,2,1,1,1.0,76.0,8,2000.0
1126000,3,2,1,0.0,65.0,5,1910.0
799000,1,2,1,1.0,73.0,5,1900.0
1285000,3,3,1,1.0,147.0,5,1990.0
1512000,3,3,1,0.0,125.0,5,1905.0
777000,1,3,2,2.0,113.0,7,2014.0
912000,2,4,2,2.0,146.0,8,1997.0
1565000,3,4,3,2.0,154.0,8,1920.0
1415000,3,3,1,2.0,145.0,6,1950.0
876000,3,3,1,2.0,146.0,5,1960.0
736000,1,3,1,0.0,116.0,5,1950.0
478000,3,2,1,1.0,73.0,5,1960.0
1335000,3,2,1,0.0,105.0,8,1880.0
740000,1,2,1,1.0,100.0,8,1940.0
698000,1,2,1,1.0,85.0,8,1900.0
780000,3,2,1,0.0,48.0,8,1900.0
920000,3,3,1,2.0,93.0,5,1950.0
1115000,3,3,1,2.0,129.0,5,1960.0
1171000,3,3,1,2.0,186.0,5,1930.0
617500,3,2,1,3.0,81.0,5,1985.0
575000,2,2,2,1.0,102.0,5,2015.0
635000,3,3,2,2.0,147.0,5,2009.0
860000,3,3,1,2.0,136.0,5,1950.0
615000,1,2,2,1.0,86.0,5,2005.0
314000,1,1,1,1.0,37.0,5,1970.0
1341000,3,2,1,0.0,87.0,5,1890.0
1100000,3,3,2,2.0,212.0,7,1985.0
760000,1,2,1,1.0,82.0,8,1970.0
830000,3,2,1,1.0,91.0,4,1910.0
940000,3,2,1,0.0,94.0,4,1910.0
400000,1,1,1,1.0,43.0,8,1950.0
600000,1,2,1,1.0,80.0,8,1993.0
480000,1,1,1,1.0,64.0,8,1930.0
1070000,3,3,2,2.0,198.0,4,1940.0
632000,3,3,1,1.0,121.0,4,1950.0
1785000,3,3,1,1.0,120.0,8,1910.0
1375000,3,4,2,1.0,240.0,7,1950.0
740000,3,3,1,2.0,109.0,5,1952.0
745000,1,2,1,1.0,70.0,5,1975.0
1225000,3,3,1,0.0,90.0,5,1920.0
695000,3,3,1,2.0,121.0,4,1980.0
870000,3,3,2,2.0,151.0,7,2000.0
710000,3,4,1,3.0,145.0,5,1960.0
597000,1,3,1,1.0,120.0,4,1995.0
660000,1,2,1,1.0,91.0,5,1993.0
880000,1,2,1,2.0,78.54,4,2000.0
862000,3,3,1,1.0,85.35,4,1940.0
709500,1,2,1,1.0,80.0,4,1970.0
670000,1,3,1,2.0,153.0,4,2000.0
720000,3,3,1,1.0,110.0,4,1965.0
1107500,3,3,3,1.0,190.0,4,2014.0
380000,1,2,1,1.0,62.0,8,2011.0
485000,1,2,1,1.0,55.0,7,1960.0
1291000,3,3,2,2.0,127.0,7,1970.0
797000,3,3,1,2.0,110.0,4,1960.0
590000,3,2,1,1.0,74.0,4,1950.0
585000,1,2,1,1.0,82.0,8,1950.0
1580000,3,4,1,2.0,165.0,8,1970.0
386000,3,3,1,1.0,71.0,5,1965.0
515000,1,2,1,2.0,140.0,4,2012.0
1515000,3,4,2,2.0,194.0,5,1890.0
1037000,3,3,1,1.0,101.0,5,1996.0
1330000,3,3,2,1.0,190.0,5,1890.0
937000,2,3,2,1.0,121.8,5,2000.0
290000,1,1,1,0.0,41.0,5,2012.0
730000,3,3,1,1.0,101.0,5,1960.0
660000,3,3,1,2.0,119.0,5,1970.0
1150000,3,3,2,2.0,140.0,7,1965.0
755000,1,2,1,1.0,82.6,8,1960.0
750000,1,2,1,2.0,85.0,8,1970.0
286000,1,1,1,1.0,45.0,8,1960.0
580010,1,2,1,1.0,72.0,8,1970.0
1250000,2,4,3,2.0,223.0,8,2005.0
360000,2,3,1,1.0,136.49,4,2009.0
930000,2,3,2,1.0,127.0,8,2011.0
760000,3,2,1,2.0,105.0,5,1920.0
876000,2,2,2,1.0,100.0,5,2014.0
365000,1,1,1,0.0,46.0,5,1960.0
1297000,3,3,2,0.0,137.0,5,1890.0
557000,3,3,1,2.0,148.0,4,1985.0
650000,3,3,1,2.0,135.0,4,1955.0
1663000,3,4,3,2.0,250.0,7,1982.0
1310000,3,4,3,2.0,200.0,7,1970.0
1530000,3,3,2,2.0,160.0,7,1978.0
630000,2,2,1,1.0,100.0,7,2000.0
1300000,3,3,1,2.0,138.0,7,1950.0
655000,3,3,1,2.0,108.0,7,2009.0
435000,1,1,1,1.0,44.0,8,2009.0
490000,3,3,2,2.0,155.0,5,2012.0
417500,3,2,1,1.0,102.0,5,2000.0
1398000,3,3,2,1.0,182.0,4,1960.0
790000,1,2,1,2.0,75.0,5,1930.0
830000,1,2,2,1.0,84.0,5,2011.0
456000,1,1,1,1.0,51.0,5,2011.0
749000,3,4,2,2.0,160.0,4,1970.0
260000,1,1,1,1.0,38.0,8,1950.0
330000,1,1,1,1.0,44.0,8,1960.0
501000,1,2,1,1.0,77.0,8,1960.0
1070000,3,3,2,1.0,116.0,7,1970.0
700000,3,4,2,1.0,82.0,5,1950.0
400000,2,2,1,1.0,70.0,5,2012.0
675000,3,2,2,1.0,99.0,5,2011.0
866000,3,3,2,2.0,147.0,5,1980.0
735000,3,3,1,1.0,122.0,5,1950.0
595000,2,2,2,1.0,111.0,5,2005.0
771000,2,2,1,1.0,99.0,8,1992.0
455000,1,1,1,1.0,49.0,8,1960.0
615888,1,2,1,1.0,73.0,8,1970.0
1320000,3,2,1,0.0,114.0,7,1920.0
575500,3,2,1,1.0,98.0,5,1960.0
635000,3,4,2,2.0,138.0,4,1975.0
700000,3,3,1,1.0,130.0,4,1970.0
390000,1,1,1,1.0,60.0,5,2000.0
1410000,3,3,1,1.0,113.0,8,1930.0
710500,3,3,2,1.0,120.0,5,1975.0
752000,3,3,1,2.0,102.0,5,1950.0
622000,3,3,1,2.0,113.0,5,1970.0
650000,2,3,2,2.0,128.0,4,2016.0
435000,1,2,2,1.0,96.0,4,2017.0
1340000,3,4,1,3.0,155.0,4,1920.0
450000,3,3,1,1.0,96.0,5,1970.0
440000,3,3,1,2.0,112.0,5,1992.0
640000,1,2,1,1.0,72.0,6,1972.0
940000,2,3,1,2.0,157.9352,6,1989.0
705000,3,3,2,2.0,161.0,5,1970.0
790000,3,4,2,2.0,186.0,5,1990.0
550000,3,4,2,1.0,175.0,5,1970.0
592000,3,3,1,1.0,128.0,5,1992.0
602000,3,3,1,1.0,136.0,5,1977.0
1270000,3,4,1,3.0,152.0,4,1925.0
1850000,3,3,1,1.0,153.0,7,1960.0
785000,1,2,2,1.0,95.0,5,2008.0
676000,1,2,1,1.0,84.0,7,1970.0
1002000,3,3,1,2.0,143.0,7,1960.0
1175000,2,4,3,2.0,170.0,7,2011.0
875000,3,3,2,2.0,144.0,8,2006.0
774000,1,4,2,2.0,147.0,6,2000.0
327000,1,1,1,1.0,32.0,8,1960.0
1900000,3,4,2,2.0,210.0,8,1920.0
2185000,3,4,2,3.0,213.0,6,2010.0
1210000,3,3,2,1.0,226.0,5,2012.0
351000,3,1,1,1.0,63.0,5,1950.0
633000,3,2,1,2.0,95.0,7,2005.0
1720000,3,3,2,2.0,137.0,8,1998.0
690000,3,3,2,2.0,196.0,5,2005.0
420000,2,3,2,2.0,101.0,5,2011.0
677500,3,4,2,2.0,195.0,5,2005.0
600000,1,2,1,1.0,62.0,8,1972.0
762500,1,2,1,1.0,79.0,8,2003.0
1855500,3,4,2,1.0,216.0,8,1880.0
802000,3,2,1,1.0,100.6,4,1900.0
631000,3,4,1,3.0,158.0,4,1970.0
582000,3,3,1,0.0,94.0,4,1960.0
468000,1,1,1,1.0,55.0,8,2000.0
470000,1,1,1,1.0,44.4,8,2009.0
750000,1,3,2,2.0,94.0,4,1970.0
830500,3,3,1,2.0,111.0,4,1950.0
551000,3,3,1,2.0,105.0,4,1974.0
450000,3,3,1,2.0,104.0,4,1970.0
1635000,3,4,3,2.0,215.0,7,1985.0
1138000,3,3,2,2.0,184.0,7,1970.0
605000,3,3,1,2.0,114.0,5,1975.0
610000,3,3,1,2.0,131.0,5,1970.0
580000,3,3,1,2.0,140.0,5,1975.0
415000,1,1,1,1.0,39.0,5,1970.0
905000,3,2,1,0.0,100.0,5,1960.0
586000,3,4,1,3.0,158.0,4,1975.0
1055000,3,4,2,2.0,203.0,7,1997.0
670000,1,2,1,1.0,90.0,5,1996.0
510000,1,2,1,1.0,66.0,5,2007.0
410000,3,3,1,2.0,107.0,5,1970.0
410000,1,1,1,1.0,51.0,8,1960.0
1285000,3,3,1,1.0,124.0,4,1900.0
1635000,3,3,1,0.0,130.0,5,1880.0
1225000,3,3,1,1.0,132.0,4,1970.0
767000,1,3,2,1.0,132.0,4,2005.0
810000,3,4,2,2.0,180.9,4,1989.0
821000,1,2,2,1.0,75.0,8,2006.0
1520000,2,4,3,2.0,190.0,8,2012.0
2299500,3,3,2,3.0,230.0,8,1940.0
2360000,3,4,3,2.0,214.0,8,1926.0
1460000,3,4,2,2.0,185.0,8,1955.0
1280000,2,4,3,2.0,200.0,8,2014.0
1100000,3,3,1,2.0,124.0,7,1957.0
1250000,3,4,2,2.0,161.0,7,1965.0
830000,3,3,1,2.0,183.0,7,1962.0
2210000,3,4,2,1.0,175.0,8,1908.0
1680000,3,3,1,2.0,181.0,8,1920.0
890000,1,2,1,2.0,106.0,8,1970.0
1310000,3,3,1,1.0,91.0,5,1910.0
1500000,3,4,2,3.0,256.0,5,1997.0
685000,2,4,2,1.0,152.0,5,1990.0
725000,3,4,1,2.0,130.0,5,1980.0
505000,2,2,1,2.0,90.0,5,1995.0
1390000,3,4,2,1.0,196.0,8,1950.0
1925000,3,4,2,2.0,176.0,8,1900.0
995000,3,4,2,1.0,131.0,8,1960.0
1250000,3,4,1,1.0,96.0,6,1960.0
729500,3,3,1,1.0,218.0,6,1970.0
560000,1,2,1,1.0,60.0,5,1975.0
1680000,2,4,2,1.0,172.0,8,1995.0
475000,3,3,2,2.0,106.0,4,1990.0
1300000,1,2,2,1.0,92.0,5,2001.0
762000,3,4,2,2.0,180.0,7,1980.0
900000,3,3,2,2.0,129.0,7,1980.0
520000,1,2,1,1.0,74.0,8,1970.0
2165000,3,4,2,3.0,238.0,4,1930.0
1500000,3,4,2,2.0,148.0,4,1940.0
545000,1,1,1,1.0,60.0,5,2011.0
1705000,3,3,1,1.0,116.0,5,1900.0
